53,1,"If you like, brown chicken on both sides in a large skillet in hot oil over medium heat. Combine mushrooms in a 3-1/2- or 4-quart slow cooker; top with chicken. Melt butter in a medium saucepan; stir in Italian dressing mix. Stir in mushroom soup, white wine, and cream cheese until melted; pour over chicken.",f
53,2,Cover; cook on low-heat setting for 4 to 5 hours.,f
53,3,"Serve chicken and sauce over cooked rice. Sprinkle with chives, if you like.",f
88,6,Stir in spinach.,f
137,12,"To make glaze, mix powdered sugar and milk or cream together until well mixed.",f
113,1,"Preheat oven to 375 degrees F (190 degrees C). Lightly grease 10 muffin cups, or line with muffin papers.",f
113,2,"In a large bowl, mix together 1 1/2 cups flour, baking soda, baking powder and salt. In another bowl, beat together bananas, sugar, egg and melted butter. Stir the banana mixture into the flour mixture just until moistened. Spoon batter into prepared muffin cups.",f
113,3,"In a small bowl, mix together brown sugar, 2 tablespoons flour and cinnamon. Cut in 1 tablespoon butter until mixture resembles coarse cornmeal. Sprinkle topping over muffins.",f
113,4,"Bake in preheated oven for 18 to 20 minutes, until a toothpick inserted into center of a muffin comes out clean.",f
137,13,Let cool for about 15 minutes before drizzling with glaze.,f
56,1,"In the mixing bowl of a stand mixer using the flat beater, combine the yeast, 2 1/2 cups flour and salt. Mix on low for about 30 seconds.",f
56,2,"With the motor running on low, pour in the warm water. Continue mixing until a shaggy forms. Clean off beater and switch to the dough hook. Mix in the remaining of flour a little at a time, to make a soft dough, adding more or less flour needed. Knead the dough for 5 minutes. The surface should be smooth and the dough be soft and somewhat sticky.",f
56,3,Turn the dough onto a kneading surface and let rest for 2 - 3 minutes while you and dry the bowl.,f
56,4,Return the dough to the mixing bowl and let it rise at room temperature (about 75º) 3 1/2 times its original volume. This will probably take about 3 hours.,f
56,5,"Deflate the dough and return it to the bowl. Let the dough rise at room temperature not quite tripled in volume, about 1 1/2 - 2 hours.",f
63,1,STOVETOP DIRECTIONS,f
63,2,"Heat oil in a large stockpot over medium-high heat.  Add onion, carrots and celery, and saute for 6-7 minutes, stirring occasionally, until the onion is soft and translucent.  Add the garlic and saute for an additional 1-2 minutes until fragrant, stirring occasionally.",f
63,3,"Add the stock, lentils, tomatoes, bay leaves, thyme, black pepper, and crushed pepper, and stir to combine.  Continue cooking until the mixture reaches a simmer.",f
63,4,"Reduce heat to medium-low and cover the pot partially with the lid.  Keeping the soup at a low simmer, continue cooking for about 25-30 minutes or until the lentils are tender and cooked through, stirring occasionally.",f
63,5,"Stir in the collard greens, and continue cooking for 5 minutes or until the greens have softened.",f
63,6,"Taste, and season with additional salt and pepper if needed.  Remove the bay leaves.",f
63,7,"Serve warm, garnished with optional toppings if desired.",f
63,8,"This soup can also be refrigerated in a sealed container for up to 3 days, or frozen for up to 3 months.",f
62,1,"Cut chicken into 4 equal size pieces. Pound breasts so it is about 1/4"" thick.",f
62,2,"Mix together softened cream cheese, chopped green onions and shredded pepperjack cheese. Put 1/4 of this mixture into the middle of each piece of chicken.",f
62,3,"Starting at the long side, roll chicken breast up, keeping the cheese mixture to the middle.",f
62,4,"Wrap 1 to 2 slices of bacon around the chicken breast, secure with toothpick, if needed.",f
62,5,Place on baking sheet and bake for 30 minutes at 375 F.,f
62,6,Broil topside for about 5 minutes to fully brown and crisp bacon. Turn each breast over and broil for another 3 minutes or so to crisp up the bottom side.,f
62,7,Serve immediately.,f
63,9,SLOW COOKER DIRECTIONS,f
63,10,"Add the first 12 ingredients (through the red pepper) to a large 6-quart slow cooker, and stir to combine.  Cook for 4-5 hours on high or 8-10 hours on low, until the lentils are tender and cooked through.",f
63,11,"Stir in the collard greens, and continue cooking for 5 minutes or until the greens have softened.",f
78,1,"Place tenderloins in a 5-quart electric slow cooker. Combine 1 tablespoon soy sauce and next 5 ingredients (through garlic); drizzle over tenderloins. Cover and cook on LOW for 3 1/2 hours. Remove pork from slow cooker, and place in a large bowl, reserving cooking liquid in slow cooker. Let pork stand 10 minutes.",f
78,2,Strain cooking liquid through a sieve into a bowl. Cover and keep warm. Shred pork with 2 forks.,f
78,3,"Return cooking liquid to slow cooker; stir in remaining 3 tablespoons soy sauce, vinegar, and sesame oil. Cover and cook on HIGH 10 minutes. Turn slow cooker off. Add pork, noodles, and next 3 ingredients (through cilantro leaves), tossing to coat. Spoon noodle mixture into bowls; sprinkle with peanuts and chopped cilantro. Serve with lime wedges",f
79,1,"In a large bowl, dissolve yeast and sugar in warm water. Stir in lard, salt and two cups of the flour. Stir in the remaining flour, 1/2 cup at a time, beating well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes.",f
79,2,"Lightly oil a large bowl, place the dough in the bowl and turn to coat with oil. Cover with a damp cloth and let rise in a warm place until doubled in volume, about 1 hour.",f
63,12,"Taste, and season with additional salt and pepper if needed.  Remove the bay leaves.",f
57,1,"Rub brisket with salt and pepper. Heat a large heavy skillet over medium-high heat. Coat pan with cooking spray. Add brisket to pan; cook 10 minutes, browning on all sides. Remove brisket from the pan. Add 1/4 cup water to pan, stirring to loosen browned bits. Add onion and parsnip; sauté 5 minutes or until vegetables are tender.",f
57,2,"Place onion mixture, vinegar, bay leaf, and beer in a large electric slow cooker. Place brisket on top of onion mixture. Cover and cook on low for 8 hours. Discard bay leaf. Cut brisket diagonally across the grain into thin slices. Serve with sauce.",f
64,1,"Place beef in a large bowl; sprinkle with flour, tossing well to coat. Place beef mixture, carrot, onions, mushrooms, and garlic in an electric slow cooker. Combine beef broth and next 6 ingredients (through pepper); stir into beef mixture. Cover and cook on LOW for 8 hours.",f
64,2,"Cook noodles according to package directions, omitting salt and fat. Serve beef mixture over noodles; sprinkle with thyme.",f
52,1,"In a large sauce pan, saute garlic in oil until tender. Stir in the remaining ingredients.",f
52,2,Bring to a boil. Reduce heat and simmer uncovered for 30 minutes of until sauce reached desired thickness.,f
66,1,"Pour the vegetable oil into the bottom of a slow cooker. Place the pork roast into the slow cooker; pour in the barbecue sauce, apple cider vinegar, and chicken broth. Stir in the brown sugar, yellow mustard, Worcestershire sauce, chili powder, onion, garlic, and thyme. Cover and cook on High until the roast shreds easily with a fork, 5 to 6 hours.",f
66,2,"Remove the roast from the slow cooker, and shred the meat using two forks. Return the shredded pork to the slow cooker, and stir the meat into the juices.",f
66,3,"Spread the inside of both halves of hamburger buns with butter. Toast the buns, butter side down, in a skillet over medium heat until golden brown. Spoon pork into the toasted buns.",f
52,3,Disolve the yeast in the warm water.,f
52,4,"In a large mixing bowl. combine flour, sugar and salt. Make a well in the center of the dry ingredients and pour the olive oil and yeast mixture into it. Stir until it begins to form a ball, then turn it out onto a clean, floured and knead for about 5 minutes.",f
52,5,"Lightly oil the ball and the inside of a large glass bowl. Place the into the bowl, cover and let it rise in a warm place until doubled, about hour. For better crust, punch down the dough, reshape into a ball and let it again. (This is where the instructions call to cut the dough to make four pieces but I found the dough was just enough to make one large pizza.)",f
52,6,"Transfer to a pizza pan or pizza stone. Bake in a 500 degree oven until crust is golden brown and the cheese is melted 10-13 minutes (My oven left center of the pie soft. You may want to try baking the dough for a little before adding toppings. I had a lot of toppings and sauce, only a little cheese)",f
56,6,"Meanwhile, prepare the rising surface: rub flour into canvas or linen towel placed a baking sheet. (I used parchment paper.)",f
56,7,"Divide the dough into 3, 6, or 12 pieces depending on the size loaves you wish to. Fold each piece of dough in two, cover loosely, and let the pieces relax for minutes.",f
56,8,"Shape the loaves and place them on the prepared towel or parchment. Cover the loaves and let them rise at room temperature until almost triple in volume, about 1/2 - 2 1/2 hours.",f
56,9,"Preheat oven to 450º. Set up a ""simulated baker's oven"" by placing a baking stone the center rack, with a metal broiler pan on the rack beneath, at least 4 inches from the baking stone to prevent the stone from cracking.",f
56,10,Transfer the risen loaves onto a peel.,f
56,11,Slash the loaves.,f
56,12,Spray the loaves with water. Slide the loaves into the oven onto the preheated stone add a cup of hot water to the broiler tray.,f
56,13,Bake for about 25 minutes until golden brown. (If you used parchment paper you will to remove it after about 10-15 minutes to crisp up the bottom crust. Spray loaves with water three times at 3-minute intervals.,f
56,14,Cool for 2 - 3 hours before cutting.,f
152,1,Drain zucchini of excess moisture: Place the grated zucchini in a sieve or colander over a bowl to drain any excess moisture.,f
152,2,Prep the oven and pans: Preheat the oven to 350°F (175°C). Butter two 9x5 inch loaf pans.,f
151,1,Fill a large pot half way with water and then add the first 4 ingredients.,f
152,3,"Combine the dry ingredients: In a large bowl, vigorously whisk together the flour, baking soda, baking powder, cinnamon, ginger, and ground nutmeg.",f
152,4,"Whisk the wet ingredients: In another large bowl, whisk together the sugar, eggs, vanilla extract, and salt (omit salt if using salted butter). Stir in the drained grated zucchini and then the melted butter.",f
158,1,Gather the ingredients.,f
152,5,"Add dry ingredients to wet: Add the flour mixture, a third at a time, to the sugar egg zucchini mixture, stirring after each incorporation. Fold in the nuts and dried cranberries or raisins, if using.",f
152,6,Bake the bread: Divide the batter equally between the loaf pans. Bake for 50 minutes at 350°F (175°C) or until a tester inserted into the center comes out clean. Cool in pans for 10 minutes. Turn out onto wire racks to cool thoroughly.,f
60,1,"In a large bowl, mix together water, yeast, and sugar until the yeast is completely dissolved. Add in salt, oil, and flour. Stir with a large wooden spoon or mixer until it becomes too difficult, then knead for two minutes on a floured surface.",f
60,2,Spray a large bowl with non-stick cooking spray and place dough in the bowl. Cover with a dish towel and let it raise until it doubles in size (I usually place the bread in my kitchen window sill where there is sunlight and it's a little warmer. I have found that on cooler days - like in the winter time - it sometimes takes a little longer to double in size).,f
60,3,"Dump dough out onto a floured surface. Cut in half and shape into a smooth, worm-like shape (or a bread loaf shape . . . ha ha!). If you want to get fancy and make your bread look the way that it does in the picture, use a sharp knife and slice about 1/3 of the way down into the bread, opening up little cracks about 2"" apart. The cracks will eparate more as they rise and bake.",f
60,4,"Place dough loaves on a greased cookie sheet and let rise again until doubled (about 25-30 minutes). Bake at 375 degrees for 20-30 minutes, or until the top is golden brown and the bread sounds hollow when tapped.",f
60,5,Remove bread from oven and rub butter on top.,f
60,6,Makes two loaves of French bread.,f
65,1,"Preheat broiler with oven rack 6 inches from heat. Bring the milk and water to a simmer in a 12-inch ovenproof nonstick skillet. Reduce heat to medium; whisk in the polenta and cook, whisking occasionally, until thick and creamy, about 15 minutes. Stir in the Parmesan, pepper, 3 tablespoons of the melted butter, and ½ teaspoon of  the salt.",f
65,2,"Toss together the shrimp, tomatoes, paprika, and the remaining butter and salt. Arrange in an even layer over the polenta. Broil until the shrimp are cooked through and just beginning to brown, 3 to 4 minutes. Top with the scallions.",f
50,1,"Mix flour water, sugar, and salt.",f
50,2,Add 1/2 tsp olive oil on dough in bowl then knead.,f
50,3,Cover tightly with plastic wrap let rise 1 hour,f
50,4,Brush with another 2 tsp olive oil. Bake at 425 for 25 mins.,f
50,5,"Add coarse sea salt, rosemary, etc....",f
142,1,"Preheat oven to bake at 400 degrees OR broil on low. In a large oven-safe skillet (see note) over medium-high heat, melt butter. Add onions and 3 tablespoons beef broth and saute onions for 3-4 minutes until translucent. Continue to cook, stirring occasionally so the onions don't burn, for about 15 minutes longer until browned and very tender. Use tongs or a fork to transfer to a bowl and cover to keep warm.",f
79,3,"Deflate the dough and turn it out onto a lightly floured surface. Divide the dough into two equal pieces and form into loaves. Place the loaves into two lightly greased 9x5 inch loaf pans. Cover the loaves with a damp cloth and let rise until doubled in volume, about 40 minutes.",f
79,4,Preheat oven to 425 degrees F (220 degrees C).,f
79,5,Bake at 375 degrees F (190 degrees C) for about 30 minutes or until the top is golden brown and the bottom of the loaf sounds hollow when tapped.,f
142,2,"While onions are cooking, prepare the chicken by drizzling with oil, then seasoning with salt and pepper (to taste) and Italian herbs. Once onions have finished cooking and are removed from the pan, cook chicken for 4-5 minutes on each side (don't clean out the pan between the onions and chicken) until browned on both sides. (Chicken may not be fully cooked through yet, that is okay).",f
137,1,Preheat oven to 350 degrees. Use a 9x5-inch loaf pan and spray with non-stick spray or line with foil and spray with non-stick spray to get out easily for slicing.,f
137,2,Mix brown sugar and cinnamon together in a bowl. Set aside.,f
137,3,"In another medium-sized bowl, beat white sugar and butter together using an electric mixer until smooth and creamy.",f
54,1,Preheat oven to 350 degrees.,f
54,2,Prepare a 1 1/2 quart baking dish by spraying with nonstick spray. Set aside.,f
54,3,"Boil water for pasta in a large pot, and cook pasta according to directions. While you are waiting for the pasta to cook, you can start on the sauce.",f
54,4,"In a medium pan, melt butter over medium high heat.",f
54,5,Whisk in flour and cook for a few minutes. The flour will be bubbly.,f
54,6,Gradually whisk in the milk and whisk frequently until it comes to a gentle boil.,f
54,7,"Whisk in chicken base, dijon mustard, Worchestershire, and sale.",f
54,8,Whisk for a few more minutes until the sauce starts to thicken slightly.,f
54,9,"When the pasta is cooked, drain the water and return to the pan. Stir in the sauce, chicken, and ham and mix to combine.",f
54,10,Pour half of the pasta mixture into your prepared baking dish. Place slices of swiss cheese evenly over the pasta. Pour the rest of the past over the cheese and spread evenly.,f
54,11,Sprinkle breadcrumbs over the top of the pasta.,f
54,12,12. Bake for 20-25 minutes. The top will be golden brown and the edges bubbly.,f
54,13,Allow to set for a few minutes before serving.,f
54,14,"* To make your own breadcrumbs, place a crusty dinner roll or large slice of french bread torn into pieces in a blender or food processor, and pulse. I like to keep a few dinner rolls in the freezer so I can take out one at a time if a recipe calls for breadcrumbs. I added 1 teaspoon of dried parsley to mine.",f
137,4,"Beat in eggs, 1 at a time, until blended in; add in vanilla extract.",f
58,1,Preheat over to 175 F (80 C). Place a medium dish in the over to warm.,f
158,2,Place the sugar cube at the bottom of an old-fashioned glass.,f
158,3,"Saturate the cube with bitters, add an orange slice if you like, and muddle.",f
158,4,Fill the glass with ice.,f
158,5,Add the whiskey and stir well. Finish it off with a splash of club soda if you prefer.,f
158,6,Garnish with an orange peel and cherry.,f
158,7,Serve and enjoy!,f
58,2,"heat a large skillet over medium-high heat. Brush chops lightly with oil and place in hot pan. Cook for 5 to 6 minutes, turning occasionally, or until done. Transfer to the warm dish and keep warm in the preheated oven.",f
58,3,"In a small bowl, combine brown sugar, salt and pepper to taste, cinnamon, and nutmeg. Add butter to skillet and stir in brown sugar mixture and apples. Cover and cook until apples are just tender. Remove apples with a slotted spoon and arrange on top of chops. Keep warm in the preheated oven.",f
58,4,Continue cooking sauce uncovered in skillet until thickened slightly. Spoon sauce over apples and chops. Sprinkle with pecans.,f
61,1,"Add beef cubes to Crockpot, season with salt & pepper.",f
151,2,Bring water mixture and wings to a boil and then boil for 15 minutes.,f
151,3,"Transfer wings to an oven safe container coated with cooking spray. Bake wings on ""Broil"" (high) for 15 minutes on each side. (For crispier wings, cook longer, about 20 minutes per side).",f
89,1,Grease 8 in round and line with parchment paper. ,f
89,2,Toss apples in lemon juice,f
89,3,"Cream butter and sugar until fluffy then add eggs. Sift flour, baking powder, cinnamon, and nutmeg. Fold into mixture using spoon. Stir in hard cider. Stir apples until evenly distributed. Pour into pan. ",f
89,4,"Combine flour, brown sugar, and cinnamon then stir in melted butter until crumbly. Spread over cake",f
61,2,"In bowl combine soup mix, soup & broth, stir to combine.",f
61,3,"Dump mixed ingredients over top of beef, stir.",f
61,4,Cook on low 6-8 hours.,f
61,5,"***If you are freezing, dump all ingredients into gallon sized freezer bag***",f
141,1,"In a large stock pot, over medium-low heat, heat olive oil and sauté garlic for 2 to 3 minutes. Add onion and sauté for 4 to 5 minutes. Add celery and carrots, sauté for 1 to 2 minutes.",f
55,1,"Place a casserole dish over medium heat and add the olive oil. When the oil is hot, add the onion, garlic and carrots then cover. Reduce the heat and let sweat for 5 minutes.",f
55,2,"Remove the lid and increase the heat to high. Add the ground lamb and cook until browned then stir in the tomato paste, hot stock and frozen peas. Season with salt and black pepper, and simmer over low heat for 15 minutes.",f
55,3,"Meanwhile, make the colcannon topping: Place the potatoes, whole and unpeeled, in a saucepan with the largest ones at the bottom and fill the pan halfway with water. Cover the pan and place over high heat. When the water begins to boil, drain off about half of it, leaving just enough for the potatoes to steam. When the potatoes are cooked, about 30-40 minutes depending on their size, drain and peel (hold them in a kitchen towel if they are too hot to handle). Place in a warm bowl.",f
55,4,"In a saucepan, heat the butter over low to medium heat until melted then stir in the leeks. Cover and cook for 2-3 minutes. Remove the lid and stir in the milk and nutmeg. Heat until the milk has warmed through.",f
55,5,"Mash the potatoes, gradually adding the warm milk and leek mixture. Season to taste with salt and black pepper.",f
55,6,Transfer the lamb mixture to a medium-size pie dish and spoon the colcannon topping over it. Brush the top with melted butter to get a crispy golden finish. Bake in the oven for 25 minutes and serve.,f
151,4,"While waiting for wings, combine the hot sauce and margarine in a microwave safe container and cook in microwave for 2 minutes or until melted. (You can cook the sauce longer for a thicker sauce).",f
151,5,"When wings are done, shake them up with the sauce and enjoy!",f
141,2,"Add chicken broth, water and tomato sauce, bring to boil, stirring frequently. If desired add red wine at this point. Reduce heat to low and add kidney beans, green beans, spinach leaves, zucchini, oregano, basil, salt and pepper. Simmer for 30 to 40 minutes, the longer the better.",f
89,5,Bake for 1-1 ¼ hours at 350 until firm and golden brown.,f
141,3,Fill a medium saucepan with water and bring to a boil. Add macaroni and cook until tender. Drain water and set aside.,f
141,4,"Once pasta is cooked and soup is heated, through place 2 tablespoons cooked pasta into individual serving bowls (Personally, I mix all the pasta in all the soup). Ladle soup on top of pasta and sprinkle Parmesan cheese on top and serve.",f
142,3,"Transfer chicken to a plate and cover to keep warm and return the onions to the pan. Sprinkle flour over the onions and stir for 1 minute over medium-high heat. Add beef broth and continue to cook, stirring throughout, until mixture comes to a boil. Season with salt and pepper to taste. Return chicken to pan and spoon some of the sauce over each piece of chicken.",f
142,4,"Top chicken with one slice of provolone each, then one slice of swiss, then ¼ of the parmesan cheese. Transfer skillet to your preheated oven and cook for about 10 minutes until chicken is cooked through completely and cheeses are melted.",f
142,5,"Spoon some of the onions and gravy over the top of the chicken, garnish with thyme or parsley and cracked black pepper, and serve.",f
137,5,Combine & whisk flour and baking powder together in another bowl and add into creamed butter mixture and stir until blended.,f
137,6,Mix milk into batter until smooth.,f
137,7,"Pour half the batter into the prepared loaf pan; add half the apple mixture, then half the brown sugar/cinnamon mixture.",f
137,8,Lightly pat apple mixture into batter.,f
137,9,"Pour the remaining batter over apple layer and top with remaining apple mixture, then the remaining brown sugar/cinnamon mixture.",f
137,10,Lightly pat apples into batter; swirl brown sugar mixture through apples using knife or spoon.,f
137,11,"Bake in the preheated oven until a toothpick inserted in the center of the loaf comes out clean, approximately 50-60 minutes.",f
144,1,Put all in crockpot.,f
144,2,Cook on low all day.,f
144,3,Shred chicken when done.,f
161,1,Season both sides of chicken breasts with garlic salt and pepper.,f
161,2,"Heat olive oil in a skillet over medium heat; cook seasoned chicken breasts until chicken is browned, 3 to 4 minutes per side. Add onion; cook and stir until onion is browned, 3 to 4 minutes.",f
161,3,"Pour diced tomatoes and balsamic vinegar over chicken; season with basil, oregano, rosemary and thyme. Simmer until chicken is no longer pink and the juices run clear, about 15 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",f
145,1,"Place all ingredients except chicken stock in large freezer bag, toss to coat and freeze.  ",f
145,2,"When ready, place ingredients in slow cooker, add chicken stock and cook on low for 4-5 hours.",f
145,3,"Remove chicken, shred & return to crockpot.",f
87,1,"Heat oil in a large saucepan over medium-high heat. Saute the onion, red bell peppers, jalapeno, mushrooms, tomatoes and corn for 10 minutes or until the onions are translucent. Season with black pepper, cumin, and chili powder. Stir in the black beans, chicken or vegetable broth, and salt. Bring to a boil.",f
87,2,Reduce heat to medium low. Remove 1 1/2 cups of the soup to food processor or blender; puree and stir the bean mixture back into the soup. Serve hot by itself or over rice.,f
146,1,"In a large bowl, stir together tomatoes, 1/4 cup olive oil, garlic, basil, and season generously with salt and pepper. Let sit 20 minutes.",f
146,2,"Meanwhile, bring a large pot of salted water to a boil. Cook angel hair until al dente, 4 minutes. Drain and return to pot.",f
146,3,"In a large skillet over medium-high heat, heat remaining tablespoon olive oil. Add chicken and season with Italian seasoning, salt, and pepper. Cook until no longer pink, 10 minutes per side. Let rest 5 minutes, then thinly slice.",f
146,4,Add tomato mixture and sliced chicken to angel hair and toss until fully combined.,f
146,5,Top with Parmesan and a drizzle of olive oil and serve.,f
145,4,Serve with warm cornbread.,f
148,1,"In a small bowl, mix together salt, black pepper, cayenne, paprika, 1/4 teaspoon garlic powder, onion powder, thyme and parsley. Sprinkle spice mixture generously on both sides of chicken breasts.",f
148,2,"Heat butter and olive oil in a large heavy skillet over medium heat. Saute chicken until golden brown, about 6 minutes on each side. Sprinkle with 2 teaspoons garlic powder and lime juice. Cook 5 minutes more, stirring frequently to coat evenly with sauce.",f
147,1,"In a medium bowl, toss the shredded chicken breast with the chipotle peppers and adobo sauce until well combined. Add more or less peppers and the adobo sauce to your liking.",f
147,2,"To assemble , lay the tortillas on a work surface and fill the bottom third of each tortilla with ⅓ cup of the shredded chicken mixture and sprinkle with ¼ cup of the shredded cheese. Roll the tortillas up tightly and secure the end with a toothpick inserted into the seam.",f
147,3,"If frying, pour enough oil in a heavy bottom fry pan or pot to cover ½ inch or so enough oil reaches halfway up the sides of the tortillas when frying. Heat the oil to 350°F — use a candy thermometer to measure the oil without touching the bottom of the pan. If you don't have a thermometer, test the oil temperature by dropping a piece of the tortilla into the oil. If it sizzles it should be hot enough.",f
147,4,"Add the filled tortillas to the hot oil and cook in batches so not to crowd the pan. Fry each side until golden brown, about 2 minutes each side. Transfer to a plate or cutting board lined with paper towels.",f
147,5,"If baking, preheat the oven to 425°F. Place the tortillas on a baking sheet lined with parchment paper or foil, and lightly brush the filled tortillas with canola oil. Bake for 12-15 minutes or until golden brown and crisp then transfer to a plate.",f
165,1,"Place grated zucchini in a colander over the sink. Add salt and gently toss to combine; let sit for 10 minutes. Using a clean dish towel or cheese cloth, drain zucchini completely.",f
165,2,"In a large bowl, combine zucchini, flour, Parmesan, garlic and egg; season with salt and pepper, to taste.",f
165,3,"Heat olive oil in a large skillet over medium high heat. Scoop tablespoons of batter for each fritter, flattening with a spatula, and cook until the underside is nicely golden brown, about 2 minutes. Flip and cook on the other side, about 1-2 minutes longer.",f
165,4,Serve immediately.,f
157,1,"Place butter in a shallow bowl. In another shallow bowl, combine the cornflakes, cheese and salad dressing mix. Dip chicken in butter, then roll in cornflake mixture to coat.",f
157,2,"Place in a greased 13x9-in. baking dish. Bake, uncovered, at 350° until a thermometer reads 165°, about 45 minutes.",f
155,1,"Warm your broth. Warm the broth in a medium saucepan over low heat, which helps the risotto come together faster. If you need to skip heating the broth, make sure it’s at least at room temperature and not cold from the fridge.",f
155,2,"Sweat the shallot. Melt the butter in a 10- or 12-inch straight-sided sauté pan or Dutch oven over medium heat. Add the shallot and a pinch of salt and cook until fragrant and beginning to soften, about 4 minutes.",f
155,3,"Toast the rice. Add the rice and stir until every grain is coated with the butter. Add more fat if needed — this is not the time to skimp! Continue stirring the rice until the edges have turned translucent but the center is still opaque, about 2 minutes. You should also be able to smell the aroma of toasted rice. Avoid actually browning the rice here; toasting the rice is all about the aroma.",f
155,4,"Deglaze the pan with wine. Deglazing the pan at this point isn't strictly necessary, but a splash of white wine will add another layer of flavor and help lift up any bits that have caramelized to the pan. Add the wine, and simmer, stirring constantly, until the wine has completely reduced and the pan is nearly dry, about 3 minutes.",f
156,1,Bring stock and thyme sprigs to a simmer in a saucepan over medium; keep warm over low.,f
156,2,Cook bacon in a Dutch oven over medium for 4 minutes or until crisp. ,f
156,3,Remove from pan; crumble. ,f
156,4,Add onion; sauté 4 minutes. ,f
156,5,"Add rice; cook 1 minute, stirring to coat. ",f
156,6,"Add wine; cook 2 minutes or until liquid is absorbed, stirring frequently.",f
156,7,"Stir in 1 1/2 cups stock; cook 4 minutes or until liquid is nearly absorbed, stirring frequently. ",f
156,8,"Add 2 1/4 cups stock, 3/4 cup at a time, stirring frequently until each portion is absorbed before adding more. ",f
156,9,Reserve remaining 1/4 cup stock; discard thyme sprigs. ,f
156,10,Stir in salt and pepper.,f
156,11,"Stir in peas, chopped thyme, and cheese; cook 2 minutes. ",f
156,12,Remove pan from heat; stir in reserved 1/4 cup stock. ,f
156,13,Divide rice mixture among 4 bowls; top with green onions and bacon.,f
160,1,To Prepare The Ramen Egg:,f
160,2,"Whisk together the 1/4 cup of soy sauce, 1/4 cup of rice vinegar and 3/4 cup water, set aside.",f
160,3,Prepare an ice bath by filling a bowl with ice and water.,f
155,5,"Slowly add the broth in increments, stirring in between. Begin incrementally adding the broth one 1/2 cup at a time, stirring regularly between additions. Wait until the liquid has been almost completely absorbed by the rice before adding the next ladle; dragging your spatula through the rice should leave a dry path where the spatula was. This gradual addition of liquid is key to getting the rice to release its starch and create its own delicious sauce, so don't rush this step. Ideally, you want to use just enough broth to cook the rice and no more.Continue adding broth until the rice is al dente and the broth is creamy. Begin tasting the rice after about 12 minutes to gauge how far it has cooked. The risotto is ready when the rice is al dente (when it still has a bit of chew) and the dish has the consistency of thick porridge, 20 to 30 minutes total (you might not use up all of the broth). If you run your spatula through the risotto, the risotto will flow slowly to fill in the space. As the Italians say, risotto should be like ""la onda,"" a wave that slowly rolls to shore.",f
155,6,"Finishing and serving the risotto. As a final step, add 1 or 2 more tablespoons of butter if desired and the cup of cheese to enrich the risotto and make it extra-creamy. Serve the risotto immediately. The longer it stands, the more the starches will set and you'll lose the creamy silkiness.",f
159,1,Add all ingredients to a food processor (remove 1/2 cup juice from the tomatoes if desired). Pulse 4-6 times to get desired consistency.,f
159,2,Refrigerate 1 hour before serving.,f
